Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-12-21 09:00:00+01:00,30.0,30.0,29.299999237060547,29.549999237060547,30099,0,0
2020-12-21 09:15:00+01:00,29.5,29.600000381469727,28.549999237060547,28.700000762939453,74132,0,0
2020-12-21 09:30:00+01:00,28.75,29.5,28.549999237060547,29.149999618530273,31562,0,0
2020-12-21 09:45:00+01:00,29.25,29.399999618530273,29.149999618530273,29.25,5966,0,0
2020-12-21 10:00:00+01:00,29.399999618530273,29.399999618530273,29.149999618530273,29.25,5468,0,0
2020-12-21 10:15:00+01:00,29.350000381469727,29.600000381469727,29.149999618530273,29.600000381469727,11094,0,0
2020-12-21 10:30:00+01:00,29.600000381469727,29.899999618530273,29.450000762939453,29.799999237060547,12628,0,0
2020-12-21 10:45:00+01:00,29.75,29.850000381469727,29.700000762939453,29.850000381469727,12500,0,0
2020-12-21 11:00:00+01:00,29.799999237060547,30.399999618530273,29.649999618530273,29.950000762939453,24862,0,0
2020-12-21 11:15:00+01:00,29.950000762939453,29.950000762939453,29.450000762939453,29.450000762939453,5094,0,0
2020-12-21 11:30:00+01:00,29.549999237060547,29.600000381469727,29.399999618530273,29.549999237060547,5484,0,0
2020-12-21 11:45:00+01:00,29.450000762939453,29.649999618530273,29.200000762939453,29.350000381469727,13560,0,0
2020-12-21 12:00:00+01:00,29.25,29.649999618530273,29.25,29.549999237060547,18826,0,0
2020-12-21 12:15:00+01:00,29.5,29.700000762939453,29.5,29.700000762939453,3754,0,0
2020-12-21 12:30:00+01:00,29.75,30.049999237060547,29.75,29.899999618530273,7398,0,0
2020-12-21 12:45:00+01:00,29.950000762939453,30.149999618530273,29.799999237060547,30.100000381469727,6776,0,0
2020-12-21 13:00:00+01:00,30.100000381469727,30.399999618530273,30.100000381469727,30.299999237060547,17836,0,0
2020-12-21 13:15:00+01:00,30.399999618530273,30.399999618530273,30.25,30.25,1686,0,0
2020-12-21 13:30:00+01:00,30.299999237060547,30.5,30.299999237060547,30.450000762939453,14156,0,0
2020-12-21 13:45:00+01:00,30.450000762939453,30.450000762939453,30.399999618530273,30.399999618530273,10354,0,0
2020-12-21 14:00:00+01:00,30.350000381469727,30.450000762939453,30.299999237060547,30.299999237060547,6640,0,0
2020-12-21 14:15:00+01:00,30.299999237060547,30.399999618530273,30.200000762939453,30.299999237060547,6402,0,0
2020-12-21 14:30:00+01:00,30.299999237060547,30.350000381469727,30.200000762939453,30.200000762939453,4422,0,0
2020-12-21 14:45:00+01:00,30.200000762939453,30.200000762939453,30.0,30.049999237060547,10400,0,0
2020-12-21 15:00:00+01:00,30.049999237060547,30.049999237060547,29.700000762939453,29.799999237060547,5692,0,0
2020-12-21 15:15:00+01:00,29.799999237060547,29.850000381469727,29.450000762939453,29.600000381469727,9960,0,0
2020-12-21 15:30:00+01:00,29.649999618530273,29.850000381469727,29.649999618530273,29.799999237060547,7138,0,0
2020-12-21 15:45:00+01:00,29.799999237060547,29.799999237060547,29.399999618530273,29.450000762939453,13952,0,0
2020-12-21 16:00:00+01:00,29.450000762939453,29.799999237060547,29.299999237060547,29.799999237060547,18822,0,0
2020-12-21 16:15:00+01:00,29.649999618530273,30.049999237060547,29.549999237060547,29.600000381469727,17530,0,0
2020-12-21 16:30:00+01:00,29.600000381469727,30.200000762939453,29.600000381469727,30.200000762939453,19336,0,0
2020-12-21 16:45:00+01:00,30.200000762939453,30.299999237060547,30.100000381469727,30.299999237060547,4174,0,0
2020-12-21 17:00:00+01:00,30.299999237060547,30.350000381469727,30.100000381469727,30.299999237060547,13562,0,0
2020-12-21 17:15:00+01:00,30.200000762939453,30.350000381469727,30.100000381469727,30.100000381469727,13374,0,0
2020-12-22 09:00:00+01:00,30.450000762939453,30.700000762939453,30.399999618530273,30.5,14438,0,0
2020-12-22 09:15:00+01:00,30.5,30.850000381469727,30.5,30.850000381469727,18760,0,0
2020-12-22 09:30:00+01:00,30.850000381469727,31.0,29.799999237060547,30.299999237060547,53222,0,0
2020-12-22 09:45:00+01:00,30.299999237060547,30.450000762939453,30.200000762939453,30.399999618530273,6426,0,0
2020-12-22 10:00:00+01:00,30.399999618530273,31.0,29.899999618530273,30.600000381469727,95380,0,0
2020-12-22 10:15:00+01:00,30.700000762939453,31.049999237060547,29.950000762939453,30.799999237060547,101050,0,0
2020-12-22 10:30:00+01:00,30.700000762939453,30.899999618530273,30.5,30.899999618530273,9804,0,0
2020-12-22 10:45:00+01:00,30.899999618530273,30.899999618530273,30.75,30.850000381469727,2600,0,0
2020-12-22 11:00:00+01:00,30.799999237060547,30.899999618530273,30.649999618530273,30.700000762939453,13420,0,0
2020-12-22 11:15:00+01:00,30.700000762939453,30.700000762939453,30.399999618530273,30.5,6658,0,0
2020-12-22 11:30:00+01:00,30.5,30.799999237060547,30.0,30.25,60288,0,0
2020-12-22 11:45:00+01:00,30.350000381469727,30.450000762939453,30.25,30.299999237060547,5748,0,0
2020-12-22 12:00:00+01:00,30.299999237060547,30.649999618530273,30.299999237060547,30.450000762939453,10060,0,0
2020-12-22 12:15:00+01:00,30.5,30.549999237060547,30.299999237060547,30.350000381469727,2866,0,0
2020-12-22 12:30:00+01:00,30.450000762939453,30.549999237060547,30.149999618530273,30.299999237060547,8720,0,0
2020-12-22 12:45:00+01:00,30.25,30.299999237060547,30.149999618530273,30.149999618530273,8964,0,0
2020-12-22 13:00:00+01:00,30.25,30.350000381469727,29.799999237060547,29.950000762939453,16376,0,0
2020-12-22 13:15:00+01:00,29.950000762939453,29.950000762939453,29.75,29.799999237060547,16852,0,0
2020-12-22 13:30:00+01:00,29.899999618530273,30.149999618530273,29.850000381469727,29.899999618530273,7336,0,0
2020-12-22 13:45:00+01:00,30.0,30.100000381469727,29.850000381469727,30.0,5698,0,0
2020-12-22 14:00:00+01:00,30.100000381469727,30.299999237060547,30.0,30.25,9832,0,0
2020-12-22 14:15:00+01:00,30.25,30.299999237060547,30.049999237060547,30.149999618530273,6480,0,0
2020-12-22 14:30:00+01:00,30.200000762939453,30.350000381469727,30.200000762939453,30.350000381469727,4834,0,0
2020-12-22 14:45:00+01:00,30.200000762939453,30.299999237060547,30.049999237060547,30.200000762939453,3078,0,0
2020-12-22 15:00:00+01:00,30.200000762939453,30.200000762939453,30.0,30.100000381469727,14454,0,0
2020-12-22 15:15:00+01:00,30.0,30.200000762939453,29.950000762939453,30.049999237060547,10682,0,0
2020-12-22 15:30:00+01:00,30.049999237060547,30.200000762939453,29.950000762939453,30.149999618530273,4766,0,0
2020-12-22 15:45:00+01:00,30.049999237060547,30.149999618530273,29.899999618530273,30.100000381469727,5762,0,0
2020-12-22 16:00:00+01:00,30.100000381469727,30.149999618530273,29.899999618530273,29.950000762939453,5048,0,0
2020-12-22 16:15:00+01:00,29.899999618530273,30.0,29.899999618530273,29.899999618530273,3370,0,0
2020-12-22 16:30:00+01:00,29.899999618530273,30.100000381469727,29.899999618530273,30.0,9516,0,0
2020-12-22 16:45:00+01:00,30.0,30.100000381469727,29.850000381469727,30.0,7580,0,0
2020-12-22 17:00:00+01:00,29.899999618530273,30.200000762939453,29.899999618530273,30.149999618530273,6856,0,0
2020-12-22 17:15:00+01:00,30.25,30.450000762939453,30.200000762939453,30.399999618530273,16468,0,0
2020-12-23 09:00:00+01:00,30.700000762939453,30.850000381469727,30.549999237060547,30.700000762939453,8641,0,0
2020-12-23 09:15:00+01:00,30.700000762939453,30.799999237060547,30.25,30.75,31140,0,0
2020-12-23 09:30:00+01:00,30.799999237060547,31.0,30.649999618530273,30.899999618530273,12368,0,0
2020-12-23 09:45:00+01:00,30.950000762939453,30.950000762939453,30.850000381469727,30.899999618530273,3802,0,0
2020-12-23 10:00:00+01:00,30.850000381469727,31.149999618530273,30.799999237060547,31.100000381469727,15292,0,0
2020-12-23 10:15:00+01:00,31.149999618530273,31.649999618530273,31.149999618530273,31.600000381469727,29744,0,0
2020-12-23 10:30:00+01:00,31.649999618530273,31.75,31.600000381469727,31.75,13524,0,0
2020-12-23 10:45:00+01:00,31.75,31.850000381469727,31.649999618530273,31.75,17132,0,0
2020-12-23 11:00:00+01:00,31.75,31.75,31.399999618530273,31.549999237060547,12756,0,0
2020-12-23 11:15:00+01:00,31.549999237060547,31.649999618530273,31.549999237060547,31.649999618530273,4024,0,0
2020-12-23 11:30:00+01:00,31.649999618530273,32.099998474121094,31.649999618530273,32.0,21858,0,0
2020-12-23 11:45:00+01:00,32.04999923706055,32.04999923706055,31.899999618530273,31.950000762939453,9424,0,0
2020-12-23 12:00:00+01:00,31.950000762939453,32.04999923706055,31.850000381469727,32.0,10744,0,0
2020-12-23 12:15:00+01:00,32.04999923706055,32.29999923706055,32.0,32.29999923706055,21628,0,0
2020-12-23 12:30:00+01:00,32.150001525878906,32.5,32.150001525878906,32.400001525878906,22194,0,0
2020-12-23 12:45:00+01:00,32.400001525878906,32.5,32.25,32.29999923706055,15252,0,0
2020-12-23 13:00:00+01:00,32.29999923706055,32.400001525878906,32.29999923706055,32.349998474121094,9622,0,0
2020-12-23 13:15:00+01:00,32.349998474121094,32.900001525878906,32.29999923706055,32.900001525878906,28780,0,0
2020-12-23 13:30:00+01:00,32.900001525878906,33.400001525878906,32.75,33.20000076293945,49186,0,0
2020-12-23 13:45:00+01:00,33.150001525878906,33.75,33.0,33.45000076293945,51904,0,0
2020-12-23 14:00:00+01:00,33.5,33.5,32.650001525878906,33.099998474121094,31798,0,0
2020-12-23 14:15:00+01:00,33.099998474121094,33.25,32.95000076293945,32.95000076293945,10574,0,0
2020-12-23 14:30:00+01:00,33.0,33.20000076293945,32.75,32.79999923706055,18400,0,0
2020-12-23 14:45:00+01:00,32.79999923706055,32.95000076293945,32.75,32.900001525878906,9094,0,0
2020-12-23 15:00:00+01:00,32.900001525878906,33.650001525878906,32.849998474121094,33.5,30788,0,0
2020-12-23 15:15:00+01:00,33.5,33.5,33.0,33.04999923706055,21932,0,0
2020-12-23 15:30:00+01:00,32.95000076293945,33.25,32.849998474121094,33.0,12320,0,0
2020-12-23 15:45:00+01:00,32.95000076293945,32.95000076293945,32.849998474121094,32.95000076293945,4790,0,0
2020-12-23 16:00:00+01:00,33.0,33.099998474121094,32.849998474121094,32.95000076293945,14472,0,0
2020-12-23 16:15:00+01:00,33.04999923706055,33.04999923706055,32.79999923706055,32.849998474121094,8066,0,0
2020-12-23 16:30:00+01:00,32.849998474121094,32.900001525878906,32.70000076293945,32.79999923706055,11306,0,0
2020-12-23 16:45:00+01:00,32.79999923706055,33.0,32.650001525878906,33.0,11976,0,0
2020-12-23 17:00:00+01:00,32.849998474121094,33.099998474121094,32.849998474121094,33.099998474121094,25058,0,0
2020-12-23 17:15:00+01:00,33.04999923706055,33.099998474121094,32.650001525878906,32.79999923706055,13796,0,0
2020-12-24 09:00:00+01:00,32.79999923706055,33.45000076293945,32.599998474121094,33.099998474121094,10060,0,0
2020-12-24 09:15:00+01:00,33.099998474121094,33.25,32.75,32.900001525878906,7124,0,0
2020-12-24 09:30:00+01:00,32.79999923706055,32.900001525878906,32.75,32.79999923706055,1754,0,0
2020-12-24 09:45:00+01:00,32.900001525878906,32.900001525878906,32.54999923706055,32.599998474121094,16418,0,0
2020-12-24 10:00:00+01:00,32.70000076293945,32.79999923706055,32.599998474121094,32.79999923706055,1192,0,0
2020-12-24 10:15:00+01:00,32.849998474121094,32.900001525878906,32.75,32.900001525878906,1490,0,0
2020-12-24 10:30:00+01:00,32.849998474121094,33.0,32.849998474121094,33.0,2518,0,0
2020-12-24 10:45:00+01:00,33.0,33.04999923706055,32.95000076293945,33.0,2548,0,0
2020-12-24 11:00:00+01:00,32.95000076293945,33.0,32.849998474121094,32.849998474121094,2530,0,0
2020-12-24 11:15:00+01:00,32.849998474121094,32.900001525878906,32.849998474121094,32.900001525878906,294,0,0
2020-12-24 11:30:00+01:00,32.900001525878906,32.95000076293945,32.900001525878906,32.95000076293945,1268,0,0
2020-12-24 11:45:00+01:00,32.95000076293945,32.95000076293945,32.79999923706055,32.900001525878906,3266,0,0
2020-12-24 12:00:00+01:00,32.849998474121094,32.849998474121094,32.75,32.849998474121094,1274,0,0
2020-12-24 12:15:00+01:00,32.849998474121094,33.0,32.849998474121094,32.900001525878906,988,0,0
2020-12-24 12:30:00+01:00,32.900001525878906,33.0,32.900001525878906,32.900001525878906,518,0,0
2020-12-24 12:45:00+01:00,32.95000076293945,32.95000076293945,32.599998474121094,32.599998474121094,8492,0,0
2020-12-24 13:00:00+01:00,32.70000076293945,32.70000076293945,32.599998474121094,32.650001525878906,612,0,0
2020-12-24 13:15:00+01:00,32.75,32.75,32.650001525878906,32.70000076293945,3272,0,0
2020-12-24 13:30:00+01:00,32.70000076293945,32.75,32.650001525878906,32.70000076293945,1284,0,0
2020-12-24 13:45:00+01:00,32.650001525878906,32.70000076293945,32.400001525878906,32.650001525878906,15986,0,0
2020-12-24 14:00:00+01:00,32.400001525878906,32.400001525878906,32.400001525878906,32.400001525878906,3630,0,0
2020-12-28 09:00:00+01:00,32.900001525878906,33.400001525878906,32.900001525878906,33.349998474121094,19951,0,0
2020-12-28 09:15:00+01:00,33.400001525878906,34.099998474121094,33.400001525878906,34.04999923706055,58220,0,0
2020-12-28 09:30:00+01:00,34.099998474121094,34.349998474121094,33.900001525878906,34.20000076293945,33580,0,0
2020-12-28 09:45:00+01:00,34.20000076293945,34.25,33.900001525878906,34.0,19034,0,0
2020-12-28 10:00:00+01:00,34.0,34.25,33.70000076293945,33.70000076293945,23174,0,0
2020-12-28 10:15:00+01:00,33.75,34.099998474121094,33.70000076293945,34.04999923706055,19462,0,0
2020-12-28 10:30:00+01:00,34.099998474121094,34.20000076293945,33.849998474121094,33.900001525878906,8758,0,0
2020-12-28 10:45:00+01:00,33.95000076293945,34.099998474121094,33.95000076293945,34.04999923706055,12728,0,0
2020-12-28 11:00:00+01:00,34.0,34.04999923706055,33.79999923706055,34.0,7424,0,0
2020-12-28 11:15:00+01:00,34.0,34.25,34.0,34.150001525878906,14676,0,0
2020-12-28 11:30:00+01:00,34.04999923706055,34.45000076293945,34.04999923706055,34.45000076293945,22640,0,0
2020-12-28 11:45:00+01:00,34.45000076293945,34.79999923706055,34.400001525878906,34.75,30738,0,0
2020-12-28 12:00:00+01:00,34.79999923706055,34.900001525878906,34.650001525878906,34.900001525878906,9476,0,0
2020-12-28 12:15:00+01:00,34.79999923706055,34.900001525878906,34.650001525878906,34.70000076293945,9226,0,0
2020-12-28 12:30:00+01:00,34.70000076293945,34.849998474121094,34.70000076293945,34.79999923706055,5084,0,0
2020-12-28 12:45:00+01:00,34.79999923706055,35.20000076293945,34.75,35.20000076293945,28972,0,0
2020-12-28 13:00:00+01:00,35.20000076293945,35.20000076293945,35.04999923706055,35.04999923706055,15438,0,0
2020-12-28 13:15:00+01:00,35.150001525878906,35.20000076293945,35.04999923706055,35.20000076293945,18306,0,0
2020-12-28 13:30:00+01:00,35.150001525878906,35.29999923706055,35.099998474121094,35.29999923706055,13996,0,0
2020-12-28 13:45:00+01:00,35.29999923706055,35.650001525878906,35.29999923706055,35.650001525878906,25388,0,0
2020-12-28 14:00:00+01:00,35.599998474121094,35.70000076293945,35.29999923706055,35.29999923706055,18930,0,0
2020-12-28 14:15:00+01:00,35.29999923706055,35.5,35.20000076293945,35.400001525878906,18194,0,0
2020-12-28 14:30:00+01:00,35.45000076293945,35.5,35.04999923706055,35.150001525878906,11640,0,0
2020-12-28 14:45:00+01:00,35.099998474121094,35.349998474121094,35.04999923706055,35.150001525878906,9276,0,0
2020-12-28 15:00:00+01:00,35.150001525878906,35.29999923706055,34.79999923706055,35.0,14058,0,0
2020-12-28 15:15:00+01:00,35.099998474121094,35.20000076293945,34.95000076293945,35.20000076293945,5948,0,0
2020-12-28 15:30:00+01:00,35.20000076293945,35.349998474121094,35.099998474121094,35.20000076293945,8116,0,0
2020-12-28 15:45:00+01:00,35.20000076293945,35.45000076293945,35.150001525878906,35.400001525878906,12310,0,0
2020-12-28 16:00:00+01:00,35.400001525878906,35.400001525878906,35.0,35.20000076293945,6384,0,0
2020-12-28 16:15:00+01:00,35.099998474121094,35.400001525878906,35.0,35.29999923706055,20300,0,0
2020-12-28 16:30:00+01:00,35.150001525878906,35.29999923706055,35.04999923706055,35.150001525878906,5564,0,0
2020-12-28 16:45:00+01:00,35.099998474121094,35.099998474121094,34.79999923706055,35.0,13286,0,0
2020-12-28 17:00:00+01:00,35.0,35.25,34.650001525878906,34.70000076293945,27064,0,0
2020-12-28 17:15:00+01:00,34.75,35.29999923706055,34.70000076293945,35.099998474121094,15780,0,0
2020-12-29 09:00:00+01:00,34.849998474121094,35.25,34.099998474121094,34.5,29238,0,0
2020-12-29 09:15:00+01:00,34.5,34.5,33.70000076293945,33.849998474121094,33370,0,0
2020-12-29 09:30:00+01:00,33.849998474121094,34.5,33.849998474121094,34.400001525878906,17622,0,0
2020-12-29 09:45:00+01:00,34.349998474121094,34.400001525878906,34.04999923706055,34.25,7442,0,0
2020-12-29 10:00:00+01:00,34.20000076293945,34.54999923706055,34.20000076293945,34.400001525878906,12634,0,0
2020-12-29 10:15:00+01:00,34.400001525878906,34.54999923706055,34.099998474121094,34.20000076293945,5282,0,0
2020-12-29 10:30:00+01:00,34.150001525878906,34.25,34.099998474121094,34.150001525878906,5470,0,0
2020-12-29 10:45:00+01:00,34.04999923706055,34.04999923706055,33.79999923706055,33.79999923706055,12432,0,0
2020-12-29 11:00:00+01:00,33.900001525878906,34.150001525878906,33.849998474121094,34.150001525878906,8330,0,0
2020-12-29 11:15:00+01:00,34.150001525878906,34.150001525878906,33.900001525878906,34.0,4480,0,0
2020-12-29 11:30:00+01:00,33.95000076293945,34.150001525878906,33.95000076293945,34.150001525878906,6624,0,0
2020-12-29 11:45:00+01:00,34.04999923706055,34.099998474121094,33.900001525878906,33.95000076293945,6922,0,0
2020-12-29 12:00:00+01:00,33.900001525878906,34.04999923706055,33.900001525878906,34.0,3434,0,0
2020-12-29 12:15:00+01:00,33.95000076293945,34.04999923706055,33.95000076293945,34.0,2920,0,0
2020-12-29 12:30:00+01:00,34.04999923706055,34.099998474121094,33.95000076293945,34.099998474121094,4026,0,0
2020-12-29 12:45:00+01:00,34.150001525878906,34.150001525878906,33.75,33.95000076293945,13942,0,0
2020-12-29 13:00:00+01:00,33.900001525878906,33.95000076293945,33.849998474121094,33.95000076293945,614,0,0
2020-12-29 13:15:00+01:00,33.95000076293945,34.0,33.70000076293945,33.79999923706055,6728,0,0
2020-12-29 13:30:00+01:00,33.70000076293945,33.79999923706055,33.349998474121094,33.599998474121094,13200,0,0
2020-12-29 13:45:00+01:00,33.5,33.79999923706055,33.5,33.650001525878906,6132,0,0
2020-12-29 14:00:00+01:00,33.650001525878906,33.75,33.54999923706055,33.599998474121094,2884,0,0
2020-12-29 14:15:00+01:00,33.54999923706055,33.650001525878906,33.400001525878906,33.5,9150,0,0
2020-12-29 14:30:00+01:00,33.5,33.5,33.25,33.29999923706055,4874,0,0
2020-12-29 14:45:00+01:00,33.349998474121094,33.45000076293945,33.099998474121094,33.20000076293945,9732,0,0
2020-12-29 15:00:00+01:00,33.20000076293945,33.349998474121094,32.54999923706055,32.75,35478,0,0
2020-12-29 15:15:00+01:00,32.75,33.0,32.650001525878906,32.650001525878906,14778,0,0
2020-12-29 15:30:00+01:00,32.75,32.900001525878906,32.650001525878906,32.75,20364,0,0
2020-12-29 15:45:00+01:00,32.75,32.75,32.25,32.349998474121094,28466,0,0
2020-12-29 16:00:00+01:00,32.25,32.5,32.099998474121094,32.5,34672,0,0
2020-12-29 16:15:00+01:00,32.5,32.79999923706055,32.45000076293945,32.79999923706055,8154,0,0
2020-12-29 16:30:00+01:00,32.75,32.900001525878906,32.400001525878906,32.849998474121094,17904,0,0
2020-12-29 16:45:00+01:00,32.900001525878906,33.150001525878906,32.900001525878906,32.95000076293945,14216,0,0
2020-12-29 17:00:00+01:00,32.95000076293945,33.099998474121094,32.900001525878906,32.95000076293945,16890,0,0
2020-12-29 17:15:00+01:00,32.95000076293945,33.099998474121094,32.75,32.95000076293945,29228,0,0
2020-12-30 09:00:00+01:00,33.0,33.400001525878906,32.900001525878906,33.25,14162,0,0
2020-12-30 09:15:00+01:00,33.25,33.79999923706055,33.25,33.349998474121094,21420,0,0
2020-12-30 09:30:00+01:00,33.400001525878906,33.54999923706055,33.20000076293945,33.20000076293945,8958,0,0
2020-12-30 09:45:00+01:00,33.25,33.25,33.0,33.04999923706055,6128,0,0
2020-12-30 10:00:00+01:00,33.04999923706055,33.099998474121094,32.75,32.849998474121094,11586,0,0
2020-12-30 10:15:00+01:00,32.849998474121094,33.29999923706055,32.79999923706055,33.150001525878906,11386,0,0
2020-12-30 10:30:00+01:00,33.099998474121094,33.25,32.79999923706055,32.900001525878906,11226,0,0
2020-12-30 10:45:00+01:00,32.900001525878906,32.900001525878906,32.75,32.75,3552,0,0
2020-12-30 11:00:00+01:00,32.79999923706055,33.29999923706055,32.79999923706055,33.25,9706,0,0
2020-12-30 11:15:00+01:00,33.150001525878906,33.25,32.95000076293945,32.95000076293945,4560,0,0
2020-12-30 11:30:00+01:00,32.95000076293945,33.099998474121094,32.849998474121094,33.099998474121094,4660,0,0
2020-12-30 11:45:00+01:00,33.099998474121094,33.400001525878906,33.099998474121094,33.25,8196,0,0
2020-12-30 12:00:00+01:00,33.25,33.349998474121094,33.099998474121094,33.20000076293945,6358,0,0
2020-12-30 12:15:00+01:00,33.29999923706055,33.400001525878906,33.29999923706055,33.400001525878906,6680,0,0
2020-12-30 12:30:00+01:00,33.29999923706055,33.400001525878906,33.150001525878906,33.150001525878906,1304,0,0
2020-12-30 12:45:00+01:00,33.20000076293945,33.20000076293945,33.099998474121094,33.20000076293945,2458,0,0
2020-12-30 13:00:00+01:00,33.20000076293945,33.20000076293945,32.95000076293945,33.0,5660,0,0
2020-12-30 13:15:00+01:00,32.95000076293945,33.04999923706055,32.900001525878906,32.95000076293945,3722,0,0
2020-12-30 13:30:00+01:00,33.0,33.29999923706055,32.95000076293945,33.25,12568,0,0
2020-12-30 13:45:00+01:00,33.20000076293945,33.25,33.150001525878906,33.20000076293945,4120,0,0
2020-12-30 14:00:00+01:00,33.25,33.349998474121094,33.20000076293945,33.349998474121094,2820,0,0
2020-12-30 14:15:00+01:00,33.349998474121094,33.599998474121094,33.25,33.54999923706055,7524,0,0
2020-12-30 14:30:00+01:00,33.599998474121094,33.599998474121094,33.45000076293945,33.5,4432,0,0
2020-12-30 14:45:00+01:00,33.45000076293945,33.45000076293945,33.400001525878906,33.45000076293945,1348,0,0
2020-12-30 15:00:00+01:00,33.45000076293945,33.45000076293945,33.349998474121094,33.400001525878906,500,0,0
2020-12-30 15:15:00+01:00,33.400001525878906,33.45000076293945,33.349998474121094,33.400001525878906,1774,0,0
2020-12-30 15:30:00+01:00,33.400001525878906,33.650001525878906,33.349998474121094,33.599998474121094,7538,0,0
2020-12-30 15:45:00+01:00,33.650001525878906,33.70000076293945,33.54999923706055,33.70000076293945,11006,0,0
2020-12-30 16:00:00+01:00,33.70000076293945,33.849998474121094,33.70000076293945,33.849998474121094,15796,0,0
2020-12-30 16:15:00+01:00,33.79999923706055,33.900001525878906,33.79999923706055,33.900001525878906,4498,0,0
2020-12-30 16:30:00+01:00,33.849998474121094,33.849998474121094,33.70000076293945,33.75,1820,0,0
2020-12-30 16:45:00+01:00,33.75,33.79999923706055,33.650001525878906,33.75,3348,0,0
2020-12-30 17:00:00+01:00,33.75,33.75,33.70000076293945,33.70000076293945,3166,0,0
2020-12-30 17:15:00+01:00,33.650001525878906,33.650001525878906,33.20000076293945,33.25,10286,0,0
2020-12-31 09:00:00+01:00,33.650001525878906,33.900001525878906,33.54999923706055,33.54999923706055,14172,0,0
2020-12-31 09:15:00+01:00,33.54999923706055,33.79999923706055,33.54999923706055,33.599998474121094,2840,0,0
